batch_id,grade,id,dimension,band,difficulty_rank,template_family,question_text,option_A,option_B,option_C,option_D,correct_answer,explanation_step_1,explanation_step_2,explanation_step_3,final_answer,time_target_sec,solution_type,solution_data,explanation
ADAPT_G6-8_BANK_400,6,G6_Q93,DI,A1,1,table_lookup,"Table: Books=14, Mangoes=8, Oranges=11. How many Mangoes are there?",7,8,13,10,B,Step 1: Read the value for the item in the table.,Step 2: Mangoes = 8.,,8,45,table_lookup,Books=14;Mangoes=8;Oranges=11;result=8,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 8."
ADAPT_G6-8_BANK_400,6,G6_Q94,DI,A1,2,table_lookup,"Table: Books=13, Grapes=6, Bananas=6. How many Bananas are there?",8,6,11,5,B,Step 1: Read the value for the item in the table.,Step 2: Bananas = 6.,,6,45,table_lookup,Books=13;Grapes=6;Bananas=6;result=6,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 6."
ADAPT_G6-8_BANK_400,6,G6_Q95,DI,A1,1,table_lookup,"Table: Apples=14, Pens=20, Grapes=20. How many Pens are there?",22,25,20,19,C,Step 1: Read the value for the item in the table.,Step 2: Pens = 20.,,20,45,table_lookup,Apples=14;Pens=20;Grapes=20;result=20,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 20."
ADAPT_G6-8_BANK_400,6,G6_Q96,DI,A2,3,difference,"A table shows: May=15, June=38. How many more in June than May?",26,24,22,23,D,Step 1: Find the difference (June ? May).,Step 2: 38 ? 15 = 23.,,23,60,arithmetic,operation=subtraction;operands=38|15;result=23,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 23."
ADAPT_G6-8_BANK_400,6,G6_Q97,DI,A2,4,total,"A table shows: Markers=4, Erasers=7, Pens=7. What is the total items?",19,21,18,17,C,Step 1: Add all values.,Step 2: 4 + 7 + 7 = 18.,,18,60,arithmetic,operation=addition;operands=4|7|7;result=18,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 18."
ADAPT_G6-8_BANK_400,6,G6_Q98,DI,A2,4,total,"A table shows: Notebooks=10, Erasers=15, Markers=17. What is the total items?",43,42,41,45,B,Step 1: Add all values.,Step 2: 10 + 15 + 17 = 42.,,42,60,arithmetic,operation=addition;operands=10|15|17;result=42,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 42."
ADAPT_G6-8_BANK_400,6,G6_Q99,DI,A2,3,total,"A table shows: Erasers=6, Pens=9, Notebooks=9. What is the total items?",27,25,24,23,C,Step 1: Add all values.,Step 2: 6 + 9 + 9 = 24.,,24,60,arithmetic,operation=addition;operands=6|9|9;result=24,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 24."
ADAPT_G6-8_BANK_400,6,G6_Q100,DI,A2,4,compare,"In a chart, Team A scored 23 and Team B scored 24. Who scored more?",Team A,Team B,Both same,Cannot tell,B,Step 1: Compare the two scores.,"Step 2: 24 is greater, so Team B scored more.",,Team B,60,compare,A=23;B=24;result=Team B,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Team B."
ADAPT_G6-8_BANK_400,6,G6_Q101,DI,A2,3,total,"A table shows: Pencils=18, Erasers=12, Notebooks=4. What is the total items?",34,33,37,35,A,Step 1: Add all values.,Step 2: 18 + 12 + 4 = 34.,,34,60,arithmetic,operation=addition;operands=18|12|4;result=34,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 34."
ADAPT_G6-8_BANK_400,6,G6_Q102,DI,A2,3,total,"A table shows: Notebooks=10, Pens=11, Erasers=9. What is the total items?",33,30,31,29,B,Step 1: Add all values.,Step 2: 10 + 11 + 9 = 30.,,30,60,arithmetic,operation=addition;operands=10|11|9;result=30,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 30."
ADAPT_G6-8_BANK_400,6,G6_Q103,DI,A2,3,compare,"In a chart, Team A scored 12 and Team B scored 11. Who scored more?",Team A,Team B,Both same,Cannot tell,A,Step 1: Compare the two scores.,"Step 2: 12 is greater, so Team A scored more.",,Team A,60,compare,A=12;B=11;result=Team A,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Team A."
ADAPT_G6-8_BANK_400,6,G6_Q104,DI,A2,3,difference,"A table shows: May=31, June=35. How many more in June than May?",7,4,3,5,B,Step 1: Find the difference (June ? May).,Step 2: 35 ? 31 = 4.,,4,60,arithmetic,operation=subtraction;operands=35|31;result=4,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 4."
ADAPT_G6-8_BANK_400,6,G6_Q105,DI,B1,6,max_min,"Values are: 14, 27, 17, 13. Which is the greatest?",14,27,17,13,B,Step 1: Compare all the numbers.,Step 2: The greatest value is 27.,,27,75,arithmetic,operation=max;operands=14|27|17|13;result=27,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 27."
ADAPT_G6-8_BANK_400,6,G6_Q106,DI,B1,5,max_min,"Values are: 20, 19, 7, 24. Which is the greatest?",20,19,7,24,D,Step 1: Compare all the numbers.,Step 2: The greatest value is 24.,,24,75,arithmetic,operation=max;operands=20|19|7|24;result=24,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 24."
ADAPT_G6-8_BANK_400,6,G6_Q107,DI,B1,5,average_3,"Scores are: 19, 13, 17. What is the average? (1 decimal place)",16.6,16.9,16.3,16.0,C,Step 1: Add the scores: 19 + 13 + 17 = 49.,Step 2: Divide by 3.,Step 3: 49 ÷ 3 = 16.3.,16.3,75,arithmetic,operation=average;operands=19|13|17;result=16.3,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 16.3."
ADAPT_G6-8_BANK_400,6,G6_Q108,DI,B1,6,max_min,"Values are: 23, 23, 5, 29. Which is the greatest?",23,23,5,29,D,Step 1: Compare all the numbers.,Step 2: The greatest value is 29.,,29,75,arithmetic,operation=max;operands=23|23|5|29;result=29,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 29."
ADAPT_G6-8_BANK_400,6,G6_Q109,DI,B1,5,average_3,"Scores are: 17, 8, 20. What is the average? (1 decimal place)",15.0,14.7,15.6,15.3,A,Step 1: Add the scores: 17 + 8 + 20 = 45.,Step 2: Divide by 3.,Step 3: 45 ÷ 3 = 15.0.,15.0,75,arithmetic,operation=average;operands=17|8|20;result=15.0,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 15.0."
ADAPT_G6-8_BANK_400,6,G6_Q110,DI,B1,5,sum_two,"A chart shows: Jan=24, Feb=19, Mar=21. What is Jan + Mar?",48,46,44,45,D,Step 1: Add Jan and Mar values.,Step 2: 24 + 21 = 45.,,45,75,arithmetic,operation=addition;operands=24|21;result=45,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 45."
ADAPT_G6-8_BANK_400,6,G6_Q111,DI,B2,7,two_step_table,"Table: Red=20, Blue=13, Green=15. What is (Red + Blue) ? Green?",18,21,19,17,A,Step 1: Red + Blue = 20 + 13 = 33.,Step 2: (Red + Blue) ? Green = 33 ? 15 = 18.,,18,90,arithmetic,operation=(a+b)-c;values=Red:20|Blue:13|Green:15;result=18,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 18."
ADAPT_G6-8_BANK_400,6,G6_Q112,DI,B2,7,two_step_table,"Table: Red=11, Blue=24, Green=12. What is (Red + Blue) ? Green?",23,26,24,22,A,Step 1: Red + Blue = 11 + 24 = 35.,Step 2: (Red + Blue) ? Green = 35 ? 12 = 23.,,23,90,arithmetic,operation=(a+b)-c;values=Red:11|Blue:24|Green:12;result=23,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 23."
ADAPT_G6-8_BANK_400,6,G6_Q113,AA,A1,2,odd_decimal,Which number is different from the others?,2.5,2.50,2.500,2.05,D,"Step 1: 2.5, 2.50, and 2.500 are equal.",Step 2: 2.05 is different.,,2.05,45,error_spotting,set=2.5|2.50|2.500|2.05;odd=2.05,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 2.05."
ADAPT_G6-8_BANK_400,6,G6_Q114,AA,A1,2,exact_match,Which option matches exactly: 8D6W?,8D6W,8B6W,W6D8,8D6Y,A,Step 1: Look for the exact same characters in the same order.,Step 2: Only option A matches exactly.,,8D6W,45,mismatch_detection,target=8D6W;result=8D6W,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 8D6W."
ADAPT_G6-8_BANK_400,6,G6_Q115,AA,A1,1,exact_match,Which option matches exactly: 4B4Z?,4B4Z,4D4Z,Z4B4,4B4W,A,Step 1: Look for the exact same characters in the same order.,Step 2: Only option A matches exactly.,,4B4Z,45,mismatch_detection,target=4B4Z;result=4B4Z,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 4B4Z."
ADAPT_G6-8_BANK_400,6,G6_Q116,AA,A1,1,exact_match,Which option matches exactly: 2C8W?,2C8W,2D8W,W8C2,2C8W,A,Step 1: Look for the exact same characters in the same order.,Step 2: Only option A matches exactly.,,2C8W,45,mismatch_detection,target=2C8W;result=2C8W,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 2C8W."
ADAPT_G6-8_BANK_400,6,G6_Q117,AA,A1,1,exact_match,Which option matches exactly: 7A2Z?,7A2Z,7C2Z,Z2A7,7A2Y,A,Step 1: Look for the exact same characters in the same order.,Step 2: Only option A matches exactly.,,7A2Z,45,mismatch_detection,target=7A2Z;result=7A2Z,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 7A2Z."
ADAPT_G6-8_BANK_400,6,G6_Q118,AA,A1,1,exact_match,Which option matches exactly: 7B6X?,7B6X,7B6X,X6B7,7B6W,A,Step 1: Look for the exact same characters in the same order.,Step 2: Only option A matches exactly.,,7B6X,45,mismatch_detection,target=7B6X;result=7B6X,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 7B6X."
ADAPT_G6-8_BANK_400,6,G6_Q119,AA,A2,4,pattern_break,"A list shows: 15, 17, 19, 21, 24. One number breaks the pattern of +2. Which one?",17,19,21,24,D,Step 1: +2 pattern would give the last number as 23.,Step 2: 24 breaks the pattern.,,24,60,error_spotting,rule=+2;sequence=15|17|19|21|24;odd=24,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 24."
ADAPT_G6-8_BANK_400,6,G6_Q120,AA,A2,3,pattern_break,"A list shows: 10, 12, 14, 16, 19. One number breaks the pattern of +2. Which one?",12,14,16,19,D,Step 1: +2 pattern would give the last number as 18.,Step 2: 19 breaks the pattern.,,19,60,error_spotting,rule=+2;sequence=10|12|14|16|19;odd=19,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 19."
ADAPT_G6-8_BANK_400,6,G6_Q121,AA,A2,3,spelling_easy,Find the word with a spelling mistake.,Beautiful,Receive,Definately,Quiet,C,Step 1: Check each spelling carefully.,Step 2: 'Definately' is incorrect.,,Definately,60,error_spotting,type=spelling;odd=Definately,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Definately."
ADAPT_G6-8_BANK_400,6,G6_Q122,AA,A2,3,instr_2step,Start with 10. Add 6. Then multiply by 5. What is the result?,80,85,82,78,A,Step 1: 10 + 6 = 16.,Step 2: 16 × 5 = 80.,,80,60,instruction_check,input=10;rules=+6|×5;result=80,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 80."
ADAPT_G6-8_BANK_400,6,G6_Q123,AA,A2,4,pattern_break,"A list shows: 13, 15, 17, 19, 22. One number breaks the pattern of +2. Which one?",15,17,19,22,D,Step 1: +2 pattern would give the last number as 21.,Step 2: 22 breaks the pattern.,,22,60,error_spotting,rule=+2;sequence=13|15|17|19|22;odd=22,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 22."
ADAPT_G6-8_BANK_400,6,G6_Q124,AA,A2,4,instr_2step,Start with 12. Add 5. Then multiply by 3. What is the result?,49,53,51,56,C,Step 1: 12 + 5 = 17.,Step 2: 17 × 3 = 51.,,51,60,instruction_check,input=12;rules=+5|×3;result=51,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 51."
ADAPT_G6-8_BANK_400,6,G6_Q125,AA,A2,3,pattern_break,"A list shows: 16, 18, 20, 22, 25. One number breaks the pattern of +2. Which one?",18,20,22,25,D,Step 1: +2 pattern would give the last number as 24.,Step 2: 25 breaks the pattern.,,25,60,error_spotting,rule=+2;sequence=16|18|20|22|25;odd=25,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 25."
ADAPT_G6-8_BANK_400,6,G6_Q126,AA,A2,3,instr_2step,Start with 10. Add 2. Then multiply by 3. What is the result?,41,38,36,34,C,Step 1: 10 + 2 = 12.,Step 2: 12 × 3 = 36.,,36,60,instruction_check,input=10;rules=+2|×3;result=36,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 36."
ADAPT_G6-8_BANK_400,6,G6_Q127,AA,B1,5,symbol_diff,Which option is NOT the same as the others?,(a+b),(a + b),(a+b ),(a-b),D,Step 1: The first three all mean a plus b.,Step 2: (a-b) is different because it is subtraction.,,(a-b),75,mismatch_detection,target=(a+b);odd=(a-b),"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : (a-b)."
ADAPT_G6-8_BANK_400,6,G6_Q128,AA,B1,6,instr_3step,Start with 8. Multiply by 4. Add 4. Then subtract 1. What is the result?,35,34,36,38,A,Step 1: 8 × 4 = 32.,Step 2: 32 + 4 = 36.,Step 3: 36 ? 1 = 35.,35,75,instruction_check,input=8;rules=×4|+4|-1;result=35,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 35."
ADAPT_G6-8_BANK_400,6,G6_Q129,AA,B1,6,instr_3step,Start with 7. Multiply by 4. Add 7. Then subtract 4. What is the result?,31,32,34,30,A,Step 1: 7 × 4 = 28.,Step 2: 28 + 7 = 35.,Step 3: 35 ? 4 = 31.,31,75,instruction_check,input=7;rules=×4|+7|-4;result=31,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 31."
ADAPT_G6-8_BANK_400,6,G6_Q130,AA,B1,5,instr_3step,Start with 3. Multiply by 2. Add 8. Then subtract 3. What is the result?,14,11,10,12,B,Step 1: 3 × 2 = 6.,Step 2: 6 + 8 = 14.,Step 3: 14 ? 3 = 11.,11,75,instruction_check,input=3;rules=×2|+8|-3;result=11,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 11."
ADAPT_G6-8_BANK_400,6,G6_Q131,AA,B1,5,instr_3step,Start with 3. Multiply by 3. Add 4. Then subtract 3. What is the result?,9,11,13,10,D,Step 1: 3 × 3 = 9.,Step 2: 9 + 4 = 13.,Step 3: 13 ? 3 = 10.,10,75,instruction_check,input=3;rules=×3|+4|-3;result=10,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 10."
ADAPT_G6-8_BANK_400,6,G6_Q132,AA,B1,5,instr_3step,Start with 5. Multiply by 4. Add 6. Then subtract 5. What is the result?,24,20,21,22,C,Step 1: 5 × 4 = 20.,Step 2: 20 + 6 = 26.,Step 3: 26 ? 5 = 21.,21,75,instruction_check,input=5;rules=×4|+6|-5;result=21,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 21."
ADAPT_G6-8_BANK_400,6,G6_Q133,AA,B2,8,notation_error,Which option is written incorrectly as a fraction?,3/5,7/9,4\6,2/3,C,Step 1: Fractions are written with a slash like 3/5.,Step 2: 4\6 is not written correctly as a fraction.,,4\6,90,error_spotting,type=notation_error;odd=4\6,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 4\6."
ADAPT_G6-8_BANK_400,6,G6_Q134,AA,B2,7,unit_error,A student writes: 1 meter = 10 centimeters. Which statement is correct?,The student is correct,It should be 1 m = 100 cm,It should be 1 m = 1000 cm,Meters cannot be converted,B,Step 1: 1 meter equals 100 centimeters.,Step 2: So the correct statement is 1 m = 100 cm.,,It should be 1 m = 100 cm,90,error_spotting,type=unit_error;given=1m=10cm;correct=1m=100cm,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : It should be 1 m = 100 cm."
ADAPT_G6-8_BANK_400,7,G7_Q135,QR,A1,3,arith_sub,What is 69 ? 24?,45,52,47,42,A,Step 1: Subtract 24 from 69.,Step 2: 69 ? 24 = 45.,,45,45,arithmetic,operation=subtraction;operands=69|24;result=45,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 45."
ADAPT_G6-8_BANK_400,7,G7_Q136,QR,A1,2,arith_add,What is 79 + 46?,128,132,125,123,C,Step 1: Add 79 and 46.,Step 2: 79 + 46 = 125.,,125,45,arithmetic,operation=addition;operands=79|46;result=125,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 125."
ADAPT_G6-8_BANK_400,7,G7_Q137,QR,A1,2,arith_mul,What is 12 × 8?,93,96,100,104,B,Step 1: Multiply 12 by 8.,Step 2: 12 × 8 = 96.,,96,45,arithmetic,operation=multiplication;operands=12|8;result=96,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 96."
ADAPT_G6-8_BANK_400,7,G7_Q138,QR,A1,3,arith_div,What is 28 ÷ 4?,7,8,9,6,A,Step 1: Divide 28 by 4.,Step 2: 28 ÷ 4 = 7.,,7,45,arithmetic,operation=division;operands=28|4;result=7,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 7."
ADAPT_G6-8_BANK_400,7,G7_Q139,QR,A1,3,arith_mul,What is 10 × 4?,37,40,44,48,B,Step 1: Multiply 10 by 4.,Step 2: 10 × 4 = 40.,,40,45,arithmetic,operation=multiplication;operands=10|4;result=40,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 40."
ADAPT_G6-8_BANK_400,7,G7_Q140,QR,A1,2,arith_add,What is 97 + 73?,177,168,170,173,C,Step 1: Add 97 and 73.,Step 2: 97 + 73 = 170.,,170,45,arithmetic,operation=addition;operands=97|73;result=170,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 170."
ADAPT_G6-8_BANK_400,7,G7_Q141,QR,A2,5,decimal_add,What is 4.9 + 2.6?,8.0,7.5,7.4,7.7,B,Step 1: Add the decimals.,Step 2: 4.9 + 2.6 = 7.5.,,7.5,60,arithmetic,operation=decimal_addition;operands=4.9|2.6;result=7.5,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 7.5."
ADAPT_G6-8_BANK_400,7,G7_Q142,QR,A2,4,fraction_compare,Which fraction is greatest?,3/11,1/11,3/6,1/6,C,Step 1: Compare the fractions by value (or use a common denominator).,Step 2: 3/6 is the greatest among the options.,,3/6,60,arithmetic,operation=fraction_compare;operands=3/11|1/11|3/6|1/6;result=3/6,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 3/6."
ADAPT_G6-8_BANK_400,7,G7_Q143,QR,A2,5,percent_of,What is 20% of 60?,12,9,17,14,A,Step 1: Convert 20% to a fraction/decimal.,Step 2: 20% of 60 = 12.,,12,60,percent,percent=20;base=60;result=12,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 12."
ADAPT_G6-8_BANK_400,7,G7_Q144,QR,A2,4,unit_conv,A rope is 5 meters long. How many centimeters is that?,500,5000,550,50,A,Step 1: 1 meter = 100 centimeters.,Step 2: 5 × 100 = 500 centimeters.,,500,60,arithmetic,operation=unit_conversion;meters=5;cm_per_m=100;result=500,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 500."
ADAPT_G6-8_BANK_400,7,G7_Q145,QR,A2,5,ratio_missing,"The ratio of boys to girls is 2:5. If there are 8 boys, how many girls are there?",16,28,20,24,C,"Step 1: 2 parts = 8, so 1 part = 4.",Step 2: Girls = 5 parts = 5 × 4 = 20.,,20,60,ratio,ratio=2|5;given_boys=8;result=20,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 20."
ADAPT_G6-8_BANK_400,7,G7_Q146,QR,A2,4,ratio_missing,"The ratio of boys to girls is 4:6. If there are 28 boys, how many girls are there?",49,56,42,35,C,"Step 1: 4 parts = 28, so 1 part = 7.",Step 2: Girls = 6 parts = 6 × 7 = 42.,,42,60,ratio,ratio=4|6;given_boys=28;result=42,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 42."
ADAPT_G6-8_BANK_400,7,G7_Q148,QR,A2,4,ratio_missing,"The ratio of boys to girls is 5:2. If there are 25 boys, how many girls are there?",5,15,20,10,D,"Step 1: 5 parts = 25, so 1 part = 5.",Step 2: Girls = 2 parts = 2 × 5 = 10.,,10,60,ratio,ratio=5|2;given_boys=25;result=10,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 10."
ADAPT_G6-8_BANK_400,7,G7_Q150,QR,B1,6,percent_change,A number increases by 20% from 50. What is the new number?,58,62,60,65,C,Step 1: 20% of 50 = 10.,Step 2: New number = 50 + 10 = 60.,,60,75,percent,start=50;percent_increase=20;result=60,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 60."
